N,Origin,Destination,year,mean_trueflows,median_trueflows,q2.5_trueflows,q97.5_trueflows
903,Bolivia,Chile,1991,629,623,292,1255
904,Brazil,Chile,1991,1518,1514,707,2968
905,Colombia,Chile,1991,283,294,115,569
906,Ecuador,Chile,1991,756,761,308,1728
907,Paraguay,Chile,1991,211,218,91,461
908,Peru,Chile,1991,1336,1379,535,2794
909,Uruguay,Chile,1991,224,227,115,481
910,Venezuela,Chile,1991,844,857,403,1654
911,USA,Chile,1991,1797,1882,750,3358
912,Canada,Chile,1991,468,470,226,1011
913,Spain,Chile,1991,787,781,420,1520
914,America,Chile,1991,781,775,374,1783
915,Africa,Chile,1991,186,192,92,408
916,Asia,Chile,1991,692,691,334,1366
917,Europe,Chile,1991,2819,2720,1240,6401
918,Oceania,Chile,1991,346,346,149,787
919,Argentina,Colombia,1991,425,420,224,1038
920,Bolivia,Colombia,1991,71,74,25,181
921,Brazil,Colombia,1991,448,462,178,1043
922,Chile,Colombia,1991,169,172,67,426
923,Ecuador,Colombia,1991,2077,2112,920,4980
924,Paraguay,Colombia,1991,28,28,14,64
925,Peru,Colombia,1991,625,590,272,1448
926,Uruguay,Colombia,1991,64,67,26,157
927,Venezuela,Colombia,1991,7613,7825,3315,19239
928,USA,Colombia,1991,8754,8874,3621,20797
929,Canada,Colombia,1991,276,276,116,723
930,Spain,Colombia,1991,918,918,494,2347
931,America,Colombia,1991,2227,2229,946,5495
932,Africa,Colombia,1991,67,69,28,142
933,Asia,Colombia,1991,902,964,422,1999
934,Europe,Colombia,1991,2218,2207,1000,5331
935,Oceania,Colombia,1991,128,127,51,327
936,Argentina,Ecuador,1991,168,175,63,485
937,Bolivia,Ecuador,1991,43,43,18,113
938,Brazil,Ecuador,1991,96,95,37,228
939,Chile,Ecuador,1991,230,242,90,526
940,Colombia,Ecuador,1991,1562,1448,732,3720
941,Paraguay,Ecuador,1991,10,10,3,23
942,Peru,Ecuador,1991,261,266,94,720
943,Uruguay,Ecuador,1991,20,20,7,51
944,Venezuela,Ecuador,1991,300,301,129,703
945,USA,Ecuador,1991,1349,1348,486,3352
946,Canada,Ecuador,1991,94,98,40,247
947,Spain,Ecuador,1991,195,193,81,535
948,America,Ecuador,1991,335,346,127,875
949,Africa,Ecuador,1991,23,22,9,60
950,Asia,Ecuador,1991,253,253,108,615
951,Europe,Ecuador,1991,498,514,211,1168
952,Oceania,Ecuador,1991,28,28,10,66
953,Argentina,Paraguay,1991,7806,7840,3777,18035
954,Bolivia,Paraguay,1991,94,99,48,179
955,Brazil,Paraguay,1991,4620,4732,1602,9320
956,Chile,Paraguay,1991,167,170,75,371
957,Colombia,Paraguay,1991,24,24,11,58
958,Ecuador,Paraguay,1991,14,15,6,32
959,Peru,Paraguay,1991,161,160,70,379
960,Uruguay,Paraguay,1991,184,177,89,456
961,Venezuela,Paraguay,1991,20,20,9,46
962,USA,Paraguay,1991,262,264,103,539
963,Canada,Paraguay,1991,102,96,43,221
964,Spain,Paraguay,1991,67,70,29,140
965,America,Paraguay,1991,96,97,43,204
966,Africa,Paraguay,1991,28,27,12,65
967,Asia,Paraguay,1991,535,547,244,1192
968,Europe,Paraguay,1991,301,311,126,666
969,Oceania,Paraguay,1991,7,7,3,19
970,Argentina,Peru,1991,6375,6435,3239,13342
971,Bolivia,Peru,1991,4348,4240,2023,10579
972,Brazil,Peru,1991,4663,4542,2019,12529
973,Chile,Peru,1991,3107,3090,1583,7004
974,Colombia,Peru,1991,3158,3118,1430,6641
975,Ecuador,Peru,1991,2148,2088,1078,5402
976,Paraguay,Peru,1991,312,302,154,673
977,Uruguay,Peru,1991,363,372,171,703
978,Venezuela,Peru,1991,2175,2124,1165,4452
979,USA,Peru,1991,16241,17088,6493,30632
980,Canada,Peru,1991,1145,1108,515,3007
981,Spain,Peru,1991,2662,2706,1299,5619
982,America,Peru,1991,4088,3992,1840,9872
983,Africa,Peru,1991,502,492,245,1066
984,Asia,Peru,1991,7517,7757,3133,17325
985,Europe,Peru,1991,11249,10901,5859,25214
986,Oceania,Peru,1991,456,450,220,1049
987,Argentina,Uruguay,1991,2311,2237,587,6630
988,Bolivia,Uruguay,1991,35,36,12,89
989,Brazil,Uruguay,1991,886,888,326,2721
990,Chile,Uruguay,1991,75,76,26,199
991,Colombia,Uruguay,1991,21,21,7,54
992,Ecuador,Uruguay,1991,22,24,8,65
993,Paraguay,Uruguay,1991,101,100,32,220
994,Peru,Uruguay,1991,45,43,15,140
995,Venezuela,Uruguay,1991,106,115,34,287
996,USA,Uruguay,1991,291,296,75,781
997,Canada,Uruguay,1991,104,106,36,302
998,Spain,Uruguay,1991,290,284,111,951
999,America,Uruguay,1991,1258,1271,399,3501
1000,Africa,Uruguay,1991,193,202,64,570
1001,Asia,Uruguay,1991,851,828,296,2541
1002,Europe,Uruguay,1991,646,652,191,1683
1003,Oceania,Uruguay,1991,210,197,84,543
1004,Argentina,Venezuela,1991,837,884,297,2940
1005,Bolivia,Venezuela,1991,115,126,43,317
1006,Brazil,Venezuela,1991,624,627,218,1535
1007,Chile,Venezuela,1991,495,511,168,1280
1008,Colombia,Venezuela,1991,30195,30149,10997,88846
1009,Ecuador,Venezuela,1991,1627,1702,572,3822
1010,Paraguay,Venezuela,1991,42,42,17,124
1011,Peru,Venezuela,1991,2278,2319,846,5206
1012,Uruguay,Venezuela,1991,168,157,72,440
1013,USA,Venezuela,1991,1866,1824,650,6022
1014,Canada,Venezuela,1991,147,156,47,429
1015,Spain,Venezuela,1991,791,788,313,2029
1016,America,Venezuela,1991,3503,3436,1385,10721
1017,Africa,Venezuela,1991,161,172,61,413
1018,Asia,Venezuela,1991,1907,1917,687,5089
1019,Europe,Venezuela,1991,2426,2322,900,7040
1020,Oceania,Venezuela,1991,573,571,172,1425
1021,Bolivia,Argentina,1992,914,884,428,2487
1022,Brazil,Argentina,1992,279,281,102,610
1023,Chile,Argentina,1992,1206,1263,494,3045
1024,Colombia,Argentina,1992,65,63,25,180
1025,Ecuador,Argentina,1992,36,36,16,75
1026,Paraguay,Argentina,1992,976,997,310,2614
1027,Peru,Argentina,1992,528,548,224,1385
1028,Uruguay,Argentina,1992,352,356,152,778
1029,Venezuela,Argentina,1992,57,57,22,150
1030,USA,Argentina,1992,228,243,77,532
1031,Canada,Argentina,1992,17,19,6,43
1032,Spain,Argentina,1992,178,174,74,442
1033,America,Argentina,1992,334,337,108,810
1034,Africa,Argentina,1992,25,25,11,65
1035,Asia,Argentina,1992,137,144,64,355
1036,Europe,Argentina,1992,421,424,156,1130
1037,Oceania,Argentina,1992,18,19,8,51
1038,Argentina,Bolivia,1992,3681,3722,1610,7672
1039,Brazil,Bolivia,1992,1069,1077,573,1973
1040,Chile,Bolivia,1992,401,391,178,1017
1041,Colombia,Bolivia,1992,97,100,46,196
1042,Ecuador,Bolivia,1992,83,79,36,187
1043,Paraguay,Bolivia,1992,118,123,55,233
1044,Peru,Bolivia,1992,807,846,342,1650
1045,Uruguay,Bolivia,1992,34,36,14,67
1046,Venezuela,Bolivia,1992,104,108,49,250
1047,USA,Bolivia,1992,794,773,422,1829
1048,Canada,Bolivia,1992,95,96,47,197
1049,Spain,Bolivia,1992,115,116,52,285
1050,America,Bolivia,1992,415,404,202,1190
1051,Africa,Bolivia,1992,37,36,18,84
1052,Asia,Bolivia,1992,285,286,149,650
1053,Europe,Bolivia,1992,511,513,228,1051
1054,Oceania,Bolivia,1992,17,18,9,37
1055,Argentina,Brazil,1992,14853,15200,5832,32837
1056,Bolivia,Brazil,1992,1840,1915,650,4829
1057,Chile,Brazil,1992,956,960,353,2150
1058,Colombia,Brazil,1992,1020,1032,362,2641
1059,Ecuador,Brazil,1992,205,202,77,543
1060,Paraguay,Brazil,1992,5903,5627,2294,15680
1061,Peru,Brazil,1992,4939,5159,1975,11541
1062,Uruguay,Brazil,1992,922,938,320,2803
1063,Venezuela,Brazil,1992,527,509,233,1571
1064,USA,Brazil,1992,4536,4487,1613,13456
1065,Canada,Brazil,1992,283,293,114,825
1066,Spain,Brazil,1992,792,810,327,1781
1067,America,Brazil,1992,7923,8186,2969,23264
1068,Africa,Brazil,1992,1335,1338,528,3522
1069,Asia,Brazil,1992,14753,14340,6117,36086
1070,Europe,Brazil,1992,26419,25405,11787,68918
1071,Oceania,Brazil,1992,166,163,54,496
1072,Argentina,Chile,1992,7480,7612,3691,17357
1073,Bolivia,Chile,1992,586,569,313,1335
1074,Brazil,Chile,1992,1047,1041,505,2094
1075,Colombia,Chile,1992,242,230,117,511
1076,Ecuador,Chile,1992,628,664,277,1304
1077,Paraguay,Chile,1992,168,168,79,326
1078,Peru,Chile,1992,1216,1181,609,2378
1079,Uruguay,Chile,1992,196,205,84,366
1080,Venezuela,Chile,1992,573,579,259,1177
